hogar,cluster,estrategia,algoritmo,hour,0,1,2,3,4
,,estacion_verano,Agglomerative_k4_profile,16,0.2019592391304348,0.4555905797101449,0.4621929347826087,0.8384695652173901,
,,estacion_verano,Agglomerative_k4_profile,17,0.1938043478260869,0.4341123188405797,0.4287228260869565,0.9856586956521732,
,,estacion_verano,Agglomerative_k4_profile,18,0.2010679347826087,0.3721739130434782,0.4021304347826087,1.0383380434782603,
,,estacion_verano,Agglomerative_k4_profile,19,0.2063396739130434,0.3330036231884057,0.3900434782608695,0.8497722826086954,
,,estacion_verano,Agglomerative_k4_profile,20,0.2069334239130434,0.3395217391304347,0.4704646739130435,0.5625869565217391,
,,estacion_verano,Agglomerative_k4_profile,21,0.1879402173913043,0.3763550724637681,0.445945652173913,0.4433097826086957,
,,estacion_verano,Agglomerative_k4_profile,22,0.1688573369565217,0.3635724637681159,0.3920380434782609,0.2820108695652173,
,,estacion_verano,Agglomerative_k4_profile,23,0.1437678571428571,0.2550732600732601,0.2598021978021978,0.3373186813186813,
,,estacion_verano,Agglomerative_k4_profile,total_mean_consumption,4.156835791925466,6.34132326007326,7.581269589106546,11.786080637840408,
ABLD,0.0,estacion_verano,Agglomerative_k5,,,,,,
AJVG,0.0,estacion_verano,Agglomerative_k5,,,,,,
ATF,0.0,estacion_verano,Agglomerative_k5,,,,,,
FJAG,4.0,estacion_verano,Agglomerative_k5,,,,,,
FMB,0.0,estacion_verano,Agglomerative_k5,,,,,,
GPC,0.0,estacion_verano,Agglomerative_k5,,,,,,
JACL,1.0,estacion_verano,Agglomerative_k5,,,,,,
JALG,2.0,estacion_verano,Agglomerative_k5,,,,,,
JLG,1.0,estacion_verano,Agglomerative_k5,,,,,,
JMM,2.0,estacion_verano,Agglomerative_k5,,,,,,
LFZA,0.0,estacion_verano,Agglomerative_k5,,,,,,
MANA,2.0,estacion_verano,Agglomerative_k5,,,,,,
MBGV,0.0,estacion_verano,Agglomerative_k5,,,,,,
MTTA,3.0,estacion_verano,Agglomerative_k5,,,,,,
PAA,1.0,estacion_verano,Agglomerative_k5,,,,,,
RFM,0.0,estacion_verano,Agglomerative_k5,,,,,,
RTF,2.0,estacion_verano,Agglomerative_k5,,,,,,
,,estacion_verano,Agglomerative_k5_profile,0,0.1336046195652173,0.1495108695652174,0.1691195652173913,0.4090326086956521,0.1967391304347826
,,estacion_verano,Agglomerative_k5_profile,1,0.1274823369565217,0.0985434782608695,0.1519728260869565,0.3252934782608696,0.1828478260869565
,,estacion_verano,Agglomerative_k5_profile,2,0.1221929347826086,0.0850434782608695,0.1390597826086956,0.2476521739130434,0.1767826086956521
,,estacion_verano,Agglomerative_k5_profile,3,0.1104986413043478,0.0830615942028985,0.1322771739130434,0.1535434782608695,0.1760869565217391
,,estacion_verano,Agglomerative_k5_profile,4,0.10590625,0.0810434782608695,0.126820652173913,0.1611413043478261,0.1779130434782608
,,estacion_verano,Agglomerative_k5_profile,5,0.127570652173913,0.0832971014492753,0.1324782608695652,0.1792934782608695,0.2061521739130435
,,estacion_verano,Agglomerative_k5_profile,6,0.1709646739130434,0.0927536231884058,0.1808559782608695,0.2203804347826087,0.2825326086956522
,,estacion_verano,Agglomerative_k5_profile,7,0.1624483695652173,0.0979311594202898,0.2107798913043478,0.2419782608695652,0.2714239130434782
,,estacion_verano,Agglomerative_k5_profile,8,0.1612010869565217,0.1281739130434782,0.2382391304347826,0.32025,0.2605119565217386
,,estacion_verano,Agglomerative_k5_profile,9,0.1706317934782608,0.1602427536231884,0.2583125,0.4354565217391304,0.3474586956521727
,,estacion_verano,Agglomerative_k5_profile,10,0.1835611413043478,0.187695652173913,0.2609184782608695,0.5003478260869565,0.4805032608695635
,,estacion_verano,Agglomerative_k5_profile,11,0.1921086956521739,0.2519275362318841,0.3210543478260869,0.5444130434782608,0.636146739130432
,,estacion_verano,Agglomerative_k5_profile,12,0.23034375,0.3721449275362318,0.4419402173913044,0.6285760869565218,0.7559956521739096
,,estacion_verano,Agglomerative_k5_profile,13,0.2293777173913043,0.5201666666666667,0.5541684782608696,0.613,0.8304304347826053
,,estacion_verano,Agglomerative_k5_profile,14,0.2022608695652173,0.5589710144927537,0.5226086956521739,0.4983369565217391,0.9398641304347796
,,estacion_verano,Agglomerative_k5_profile,15,0.2160122282608695,0.4614130434782608,0.4893233695652174,0.4211847826086957,1.0759619565217362
,,estacion_verano,Agglomerative_k5_profile,16,0.2019592391304348,0.4555905797101449,0.4621929347826087,0.5470760869565218,1.1298630434782586
,,estacion_verano,Agglomerative_k5_profile,17,0.1938043478260869,0.4341123188405797,0.4287228260869565,0.6495326086956521,1.3217847826086946
,,estacion_verano,Agglomerative_k5_profile,18,0.2010679347826087,0.3721739130434782,0.4021304347826087,0.6620978260869564,1.414578260869564
,,estacion_verano,Agglomerative_k5_profile,19,0.2063396739130434,0.3330036231884057,0.3900434782608695,0.4989021739130435,1.2006423913043474
,,estacion_verano,Agglomerative_k5_profile,20,0.2069334239130434,0.3395217391304347,0.4704646739130435,0.39375,0.7314239130434782
,,estacion_verano,Agglomerative_k5_profile,21,0.1879402173913043,0.3763550724637681,0.445945652173913,0.4978695652173913,0.38875
,,estacion_verano,Agglomerative_k5_profile,22,0.1688573369565217,0.3635724637681159,0.3920380434782609,0.2813695652173913,0.2826521739130435
,,estacion_verano,Agglomerative_k5_profile,23,0.1437678571428571,0.2550732600732601,0.2598021978021978,0.4443956043956044,0.2302417582417582
,,estacion_verano,Agglomerative_k5_profile,total_mean_consumption,4.156835791925466,6.34132326007326,7.581269589106546,9.874873865265169,13.69728741041565
ABLD,0.0,estacion_verano,GMM_k2,,,,,,
AJVG,0.0,estacion_verano,GMM_k2,,,,,,
ATF,0.0,estacion_verano,GMM_k2,,,,,,
FJAG,1.0,estacion_verano,GMM_k2,,,,,,
FMB,0.0,estacion_verano,GMM_k2,,,,,,
GPC,0.0,estacion_verano,GMM_k2,,,,,,
JACL,0.0,estacion_verano,GMM_k2,,,,,,
JALG,0.0,estacion_verano,GMM_k2,,,,,,
JLG,0.0,estacion_verano,GMM_k2,,,,,,
JMM,1.0,estacion_verano,GMM_k2,,,,,,
LFZA,0.0,estacion_verano,GMM_k2,,,,,,
MANA,1.0,estacion_verano,GMM_k2,,,,,,
MBGV,0.0,estacion_verano,GMM_k2,,,,,,
MTTA,1.0,estacion_verano,GMM_k2,,,,,,
PAA,0.0,estacion_verano,GMM_k2,,,,,,
RFM,0.0,estacion_verano,GMM_k2,,,,,,
RTF,0.0,estacion_verano,GMM_k2,,,,,,
,,estacion_verano,GMM_k2_profile,0,0.1389347826086956,0.2483668478260869,,,
,,estacion_verano,GMM_k2_profile,1,0.1227834448160535,0.2088342391304347,,,
,,estacion_verano,GMM_k2_profile,2,0.1150894648829431,0.1792961956521739,,,
,,estacion_verano,GMM_k2_profile,3,0.1062341137123745,0.1527173913043478,,,
,,estacion_verano,GMM_k2_profile,4,0.1023628762541806,0.1515,,,
,,estacion_verano,GMM_k2_profile,5,0.1174740802675585,0.1646630434782608,,,
,,estacion_verano,GMM_k2_profile,6,0.1578628762541806,0.2050244565217391,,,
,,estacion_verano,GMM_k2_profile,7,0.1582667224080267,0.2231086956521739,,,
,,estacion_verano,GMM_k2_profile,8,0.1676178929765886,0.2572040760869564,,,
,,estacion_verano,GMM_k2_profile,9,0.1807767558528428,0.3279624999999997,,,
,,estacion_verano,GMM_k2_profile,10,0.1927700668896321,0.3875225543478257,,,
,,estacion_verano,GMM_k2_profile,11,0.223128762541806,0.4641888586956514,,,
,,estacion_verano,GMM_k2_profile,12,0.2909841137123746,0.5821809782608687,,,
,,estacion_verano,GMM_k2_profile,13,0.3252918060200669,0.7067081521739121,,,
,,estacion_verano,GMM_k2_profile,14,0.3079807692307692,0.7049714673913037,,,
,,estacion_verano,GMM_k2_profile,15,0.2855225752508361,0.7137459239130428,,,
,,estacion_verano,GMM_k2_profile,16,0.2687198996655518,0.7536994565217385,,,
,,estacion_verano,GMM_k2_profile,17,0.2559515050167223,0.802902717391304,,,
,,estacion_verano,GMM_k2_profile,18,0.2494799331103679,0.7917559782608692,,,
,,estacion_verano,GMM_k2_profile,19,0.2516555183946488,0.6594812499999999,,,
,,estacion_verano,GMM_k2_profile,20,0.2738001672240803,0.5304157608695652,,,
,,estacion_verano,GMM_k2_profile,21,0.2609055183946488,0.4778043478260869,,,
,,estacion_verano,GMM_k2_profile,22,0.2338795986622073,0.3833288043478261,,,
,,estacion_verano,GMM_k2_profile,23,0.1754353338968723,0.3371373626373626,,,
,,estacion_verano,GMM_k2_profile,total_mean_consumption,4.96290857804403,10.41452105828953,,,
ABLD,0.0,estacion_verano,GMM_k3,,,,,,
AJVG,0.0,estacion_verano,GMM_k3,,,,,,
ATF,0.0,estacion_verano,GMM_k3,,,,,,
FJAG,2.0,estacion_verano,GMM_k3,,,,,,
FMB,0.0,estacion_verano,GMM_k3,,,,,,
GPC,0.0,estacion_verano,GMM_k3,,,,,,
JACL,1.0,estacion_verano,GMM_k3,,,,,,
JALG,0.0,estacion_verano,GMM_k3,,,,,,
JLG,1.0,estacion_verano,GMM_k3,,,,,,
JMM,2.0,estacion_verano,GMM_k3,,,,,,
LFZA,0.0,estacion_verano,GMM_k3,,,,,,
MANA,2.0,estacion_verano,GMM_k3,,,,,,
MBGV,0.0,estacion_verano,GMM_k3,,,,,,
MTTA,2.0,estacion_verano,GMM_k3,,,,,,
PAA,1.0,estacion_verano,GMM_k3,,,,,,
RFM,0.0,estacion_verano,GMM_k3,,,,,,
RTF,0.0,estacion_verano,GMM_k3,,,,,,
,,estacion_verano,GMM_k3_profile,0,0.1357619565217391,0.1495108695652174,0.2483668478260869,,
,,estacion_verano,GMM_k3_profile,1,0.1300554347826087,0.0985434782608695,0.2088342391304347,,
,,estacion_verano,GMM_k3_profile,2,0.1241032608695652,0.0850434782608695,0.1792961956521739,,
,,estacion_verano,GMM_k3_profile,3,0.1131858695652174,0.0830615942028985,0.1527173913043478,,
,,estacion_verano,GMM_k3_profile,4,0.1087586956521739,0.0810434782608695,0.1515,,
,,estacion_verano,GMM_k3_profile,5,0.1277271739130435,0.0832971014492753,0.1646630434782608,,
,,estacion_verano,GMM_k3_profile,6,0.177395652173913,0.0927536231884058,0.2050244565217391,,
,,estacion_verano,GMM_k3_profile,7,0.1763673913043478,0.0979311594202898,0.2231086956521739,,
,,estacion_verano,GMM_k3_profile,8,0.1794510869565217,0.1281739130434782,0.2572040760869564,,
,,estacion_verano,GMM_k3_profile,9,0.1869369565217391,0.1602427536231884,0.3279624999999997,,
,,estacion_verano,GMM_k3_profile,10,0.1942923913043478,0.187695652173913,0.3875225543478257,,
,,estacion_verano,GMM_k3_profile,11,0.2144891304347826,0.2519275362318841,0.4641888586956514,,
,,estacion_verano,GMM_k3_profile,12,0.2666358695652174,0.3721449275362318,0.5821809782608687,,
,,estacion_verano,GMM_k3_profile,13,0.2668293478260869,0.5201666666666667,0.7067081521739121,,
,,estacion_verano,GMM_k3_profile,14,0.2326836956521739,0.5589710144927537,0.7049714673913037,,
,,estacion_verano,GMM_k3_profile,15,0.2327554347826087,0.4614130434782608,0.7137459239130428,,
,,estacion_verano,GMM_k3_profile,16,0.2126586956521739,0.4555905797101449,0.7536994565217385,,
,,estacion_verano,GMM_k3_profile,17,0.2025032608695652,0.4341123188405797,0.802902717391304,,
,,estacion_verano,GMM_k3_profile,18,0.2126717391304347,0.3721739130434782,0.7917559782608692,,
,,estacion_verano,GMM_k3_profile,19,0.2272510869565217,0.3330036231884057,0.6594812499999999,,
,,estacion_verano,GMM_k3_profile,20,0.2540836956521739,0.3395217391304347,0.5304157608695652,,
,,estacion_verano,GMM_k3_profile,21,0.226270652173913,0.3763550724637681,0.4778043478260869,,
,,estacion_verano,GMM_k3_profile,22,0.1949717391304347,0.3635724637681159,0.3833288043478261,,
,,estacion_verano,GMM_k3_profile,23,0.151543956043956,0.2550732600732601,0.3371373626373626,,
,,estacion_verano,GMM_k3_profile,total_mean_consumption,4.54938417343526,6.34132326007326,10.41452105828953,,
ABLD,0.0,estacion_verano,GMM_k4,,,,,,
AJVG,0.0,estacion_verano,GMM_k4,,,,,,
ATF,0.0,estacion_verano,GMM_k4,,,,,,
FJAG,3.0,estacion_verano,GMM_k4,,,,,,
FMB,0.0,estacion_verano,GMM_k4,,,,,,
GPC,0.0,estacion_verano,GMM_k4,,,,,,
JACL,1.0,estacion_verano,GMM_k4,,,,,,
JALG,0.0,estacion_verano,GMM_k4,,,,,,
JLG,1.0,estacion_verano,GMM_k4,,,,,,
JMM,3.0,estacion_verano,GMM_k4,,,,,,
LFZA,0.0,estacion_verano,GMM_k4,,,,,,
MANA,3.0,estacion_verano,GMM_k4,,,,,,
MBGV,0.0,estacion_verano,GMM_k4,,,,,,
MTTA,2.0,estacion_verano,GMM_k4,,,,,,
PAA,1.0,estacion_verano,GMM_k4,,,,,,
RFM,0.0,estacion_verano,GMM_k4,,,,,,
RTF,0.0,estacion_verano,GMM_k4,,,,,,
,,estacion_verano,GMM_k4_profile,0,0.1357619565217391,0.1495108695652174,0.4090326086956521,0.1948115942028985,
,,estacion_verano,GMM_k4_profile,1,0.1300554347826087,0.0985434782608695,0.3252934782608696,0.1700144927536232,
,,estacion_verano,GMM_k4_profile,2,0.1241032608695652,0.0850434782608695,0.2476521739130434,0.1565108695652174,
,,estacion_verano,GMM_k4_profile,3,0.1131858695652174,0.0830615942028985,0.1535434782608695,0.1524420289855072,
,,estacion_verano,GMM_k4_profile,4,0.1087586956521739,0.0810434782608695,0.1611413043478261,0.1482862318840579,
,,estacion_verano,GMM_k4_profile,5,0.1277271739130435,0.0832971014492753,0.1792934782608695,0.1597862318840579,
,,estacion_verano,GMM_k4_profile,6,0.177395652173913,0.0927536231884058,0.2203804347826087,0.1999057971014493,
,,estacion_verano,GMM_k4_profile,7,0.1763673913043478,0.0979311594202898,0.2419782608695652,0.2168188405797101,
,,estacion_verano,GMM_k4_profile,8,0.1794510869565217,0.1281739130434782,0.32025,0.2361887681159419,
,,estacion_verano,GMM_k4_profile,9,0.1869369565217391,0.1602427536231884,0.4354565217391304,0.2921311594202895,
,,estacion_verano,GMM_k4_profile,10,0.1942923913043478,0.187695652173913,0.5003478260869565,0.349914130434782,
,,estacion_verano,GMM_k4_profile,11,0.2144891304347826,0.2519275362318841,0.5444130434782608,0.437447463768115,
,,estacion_verano,GMM_k4_profile,12,0.2666358695652174,0.3721449275362318,0.6285760869565218,0.5667159420289843,
,,estacion_verano,GMM_k4_profile,13,0.2668293478260869,0.5201666666666667,0.613,0.7379442028985496,
,,estacion_verano,GMM_k4_profile,14,0.2326836956521739,0.5589710144927537,0.4983369565217391,0.7738496376811584,
,,estacion_verano,GMM_k4_profile,15,0.2327554347826087,0.4614130434782608,0.4211847826086957,0.8112663043478251,
,,estacion_verano,GMM_k4_profile,16,0.2126586956521739,0.4555905797101449,0.5470760869565218,0.8225739130434775,
,,estacion_verano,GMM_k4_profile,17,0.2025032608695652,0.4341123188405797,0.6495326086956521,0.8540260869565214,
,,estacion_verano,GMM_k4_profile,18,0.2126717391304347,0.3721739130434782,0.6620978260869564,0.8349753623188402,
,,estacion_verano,GMM_k4_profile,19,0.2272510869565217,0.3330036231884057,0.4989021739130435,0.7130076086956519,
,,estacion_verano,GMM_k4_profile,20,0.2540836956521739,0.3395217391304347,0.39375,0.5759710144927536,
,,estacion_verano,GMM_k4_profile,21,0.226270652173913,0.3763550724637681,0.4978695652173913,0.4711159420289855,
,,estacion_verano,GMM_k4_profile,22,0.1949717391304347,0.3635724637681159,0.2813695652173913,0.4173152173913044,
,,estacion_verano,GMM_k4_profile,23,0.151543956043956,0.2550732600732601,0.4443956043956044,0.3013846153846153,
,,estacion_verano,GMM_k4_profile,total_mean_consumption,4.54938417343526,6.34132326007326,9.874873865265169,10.59440345596432,
ABLD,0.0,estacion_verano,GMM_k5,,,,,,
AJVG,0.0,estacion_verano,GMM_k5,,,,,,
ATF,0.0,estacion_verano,GMM_k5,,,,,,
FJAG,4.0,estacion_verano,GMM_k5,,,,,,
FMB,0.0,estacion_verano,GMM_k5,,,,,,
GPC,0.0,estacion_verano,GMM_k5,,,,,,
JACL,2.0,estacion_verano,GMM_k5,,,,,,
JALG,0.0,estacion_verano,GMM_k5,,,,,,
JLG,2.0,estacion_verano,GMM_k5,,,,,,
JMM,4.0,estacion_verano,GMM_k5,,,,,,
LFZA,1.0,estacion_verano,GMM_k5,,,,,,
MANA,4.0,estacion_verano,GMM_k5,,,,,,
MBGV,0.0,estacion_verano,GMM_k5,,,,,,
MTTA,3.0,estacion_verano,GMM_k5,,,,,,
PAA,2.0,estacion_verano,GMM_k5,,,,,,
RFM,0.0,estacion_verano,GMM_k5,,,,,,
RTF,0.0,estacion_verano,GMM_k5,,,,,,
,,estacion_verano,GMM_k5_profile,0,0.1225241545893719,0.2549021739130435,0.1495108695652174,0.4090326086956521,0.1948115942028985
,,estacion_verano,GMM_k5_profile,1,0.1156014492753623,0.260141304347826,0.0985434782608695,0.3252934782608696,0.1700144927536232
,,estacion_verano,GMM_k5_profile,2,0.1135072463768115,0.2194673913043478,0.0850434782608695,0.2476521739130434,0.1565108695652174
,,estacion_verano,GMM_k5_profile,3,0.1056727053140096,0.1808043478260869,0.0830615942028985,0.1535434782608695,0.1524420289855072
,,estacion_verano,GMM_k5_profile,4,0.1033888888888888,0.1570869565217391,0.0810434782608695,0.1611413043478261,0.1482862318840579
,,estacion_verano,GMM_k5_profile,5,0.1245144927536232,0.156641304347826,0.0832971014492753,0.1792934782608695,0.1597862318840579
,,estacion_verano,GMM_k5_profile,6,0.1821823671497584,0.1343152173913043,0.0927536231884058,0.2203804347826087,0.1999057971014493
,,estacion_verano,GMM_k5_profile,7,0.1818864734299516,0.126695652173913,0.0979311594202898,0.2419782608695652,0.2168188405797101
,,estacion_verano,GMM_k5_profile,8,0.1843804347826086,0.1350869565217391,0.1281739130434782,0.32025,0.2361887681159419
,,estacion_verano,GMM_k5_profile,9,0.1909480676328502,0.1508369565217391,0.1602427536231884,0.4354565217391304,0.2921311594202895
,,estacion_verano,GMM_k5_profile,10,0.1984842995169082,0.1565652173913043,0.187695652173913,0.5003478260869565,0.349914130434782
,,estacion_verano,GMM_k5_profile,11,0.2181992753623188,0.1810978260869565,0.2519275362318841,0.5444130434782608,0.437447463768115
,,estacion_verano,GMM_k5_profile,12,0.2735652173913043,0.2042717391304347,0.3721449275362318,0.6285760869565218,0.5667159420289843
,,estacion_verano,GMM_k5_profile,13,0.2714867149758453,0.2249130434782608,0.5201666666666667,0.613,0.7379442028985496
,,estacion_verano,GMM_k5_profile,14,0.229262077294686,0.2634782608695652,0.5589710144927537,0.4983369565217391,0.7738496376811584
,,estacion_verano,GMM_k5_profile,15,0.2298236714975845,0.2591413043478261,0.4614130434782608,0.4211847826086957,0.8112663043478251
,,estacion_verano,GMM_k5_profile,16,0.2089565217391304,0.2459782608695652,0.4555905797101449,0.5470760869565218,0.8225739130434775
,,estacion_verano,GMM_k5_profile,17,0.1982173913043478,0.2410760869565217,0.4341123188405797,0.6495326086956521,0.8540260869565214
,,estacion_verano,GMM_k5_profile,18,0.2111751207729468,0.2261413043478261,0.3721739130434782,0.6620978260869564,0.8349753623188402
,,estacion_verano,GMM_k5_profile,19,0.2274021739130435,0.2258913043478261,0.3330036231884057,0.4989021739130435,0.7130076086956519
,,estacion_verano,GMM_k5_profile,20,0.2612222222222222,0.1898369565217391,0.3395217391304347,0.39375,0.5759710144927536
,,estacion_verano,GMM_k5_profile,21,0.2276425120772947,0.2139239130434782,0.3763550724637681,0.4978695652173913,0.4711159420289855
,,estacion_verano,GMM_k5_profile,22,0.1923538647342995,0.2185326086956522,0.3635724637681159,0.2813695652173913,0.4173152173913044
,,estacion_verano,GMM_k5_profile,23,0.1451172161172161,0.2093846153846153,0.2550732600732601,0.4443956043956044,0.3013846153846153
,,estacion_verano,GMM_k5_profile,total_mean_consumption,4.517514559112385,4.836210702341137,6.34132326007326,9.874873865265169,10.59440345596432
ABLD,0.0,estacion_verano,KMeans_k2,,,,,,
AJVG,0.0,estacion_verano,KMeans_k2,,,,,,
ATF,0.0,estacion_verano,KMeans_k2,,,,,,
FJAG,1.0,estacion_verano,KMeans_k2,,,,,,
FMB,0.0,estacion_verano,KMeans_k2,,,,,,
GPC,0.0,estacion_verano,KMeans_k2,,,,,,
JACL,0.0,estacion_verano,KMeans_k2,,,,,,
JALG,0.0,estacion_verano,KMeans_k2,,,,,,
JLG,0.0,estacion_verano,KMeans_k2,,,,,,
JMM,1.0,estacion_verano,KMeans_k2,,,,,,
LFZA,0.0,estacion_verano,KMeans_k2,,,,,,
MANA,1.0,estacion_verano,KMeans_k2,,,,,,
MBGV,0.0,estacion_verano,KMeans_k2,,,,,,
MTTA,1.0,estacion_verano,KMeans_k2,,,,,,
PAA,0.0,estacion_verano,KMeans_k2,,,,,,
RFM,0.0,estacion_verano,KMeans_k2,,,,,,
RTF,0.0,estacion_verano,KMeans_k2,,,,,,
,,estacion_verano,KMeans_k2_profile,0,0.1389347826086956,0.2483668478260869,,,
,,estacion_verano,KMeans_k2_profile,1,0.1227834448160535,0.2088342391304347,,,
,,estacion_verano,KMeans_k2_profile,2,0.1150894648829431,0.1792961956521739,,,
,,estacion_verano,KMeans_k2_profile,3,0.1062341137123745,0.1527173913043478,,,
,,estacion_verano,KMeans_k2_profile,4,0.1023628762541806,0.1515,,,
,,estacion_verano,KMeans_k2_profile,5,0.1174740802675585,0.1646630434782608,,,
,,estacion_verano,KMeans_k2_profile,6,0.1578628762541806,0.2050244565217391,,,
,,estacion_verano,KMeans_k2_profile,7,0.1582667224080267,0.2231086956521739,,,
,,estacion_verano,KMeans_k2_profile,8,0.1676178929765886,0.2572040760869564,,,
,,estacion_verano,KMeans_k2_profile,9,0.1807767558528428,0.3279624999999997,,,
,,estacion_verano,KMeans_k2_profile,10,0.1927700668896321,0.3875225543478257,,,
,,estacion_verano,KMeans_k2_profile,11,0.223128762541806,0.4641888586956514,,,
,,estacion_verano,KMeans_k2_profile,12,0.2909841137123746,0.5821809782608687,,,
,,estacion_verano,KMeans_k2_profile,13,0.3252918060200669,0.7067081521739121,,,
,,estacion_verano,KMeans_k2_profile,14,0.3079807692307692,0.7049714673913037,,,
,,estacion_verano,KMeans_k2_profile,15,0.2855225752508361,0.7137459239130428,,,
,,estacion_verano,KMeans_k2_profile,16,0.2687198996655518,0.7536994565217385,,,
,,estacion_verano,KMeans_k2_profile,17,0.2559515050167223,0.802902717391304,,,
,,estacion_verano,KMeans_k2_profile,18,0.2494799331103679,0.7917559782608692,,,
,,estacion_verano,KMeans_k2_profile,19,0.2516555183946488,0.6594812499999999,,,
,,estacion_verano,KMeans_k2_profile,20,0.2738001672240803,0.5304157608695652,,,
,,estacion_verano,KMeans_k2_profile,21,0.2609055183946488,0.4778043478260869,,,
,,estacion_verano,KMeans_k2_profile,22,0.2338795986622073,0.3833288043478261,,,
,,estacion_verano,KMeans_k2_profile,23,0.1754353338968723,0.3371373626373626,,,
,,estacion_verano,KMeans_k2_profile,total_mean_consumption,4.96290857804403,10.41452105828953,,,
ABLD,0.0,estacion_verano,KMeans_k3,,,,,,
AJVG,0.0,estacion_verano,KMeans_k3,,,,,,
ATF,0.0,estacion_verano,KMeans_k3,,,,,,
FJAG,2.0,estacion_verano,KMeans_k3,,,,,,
FMB,0.0,estacion_verano,KMeans_k3,,,,,,
GPC,0.0,estacion_verano,KMeans_k3,,,,,,
JACL,1.0,estacion_verano,KMeans_k3,,,,,,
JALG,0.0,estacion_verano,KMeans_k3,,,,,,
JLG,1.0,estacion_verano,KMeans_k3,,,,,,
JMM,2.0,estacion_verano,KMeans_k3,,,,,,
LFZA,0.0,estacion_verano,KMeans_k3,,,,,,
MANA,2.0,estacion_verano,KMeans_k3,,,,,,
MBGV,0.0,estacion_verano,KMeans_k3,,,,,,
MTTA,2.0,estacion_verano,KMeans_k3,,,,,,
PAA,1.0,estacion_verano,KMeans_k3,,,,,,
RFM,0.0,estacion_verano,KMeans_k3,,,,,,
RTF,0.0,estacion_verano,KMeans_k3,,,,,,
,,estacion_verano,KMeans_k3_profile,0,0.1357619565217391,0.1495108695652174,0.2483668478260869,,
,,estacion_verano,KMeans_k3_profile,1,0.1300554347826087,0.0985434782608695,0.2088342391304347,,
,,estacion_verano,KMeans_k3_profile,2,0.1241032608695652,0.0850434782608695,0.1792961956521739,,
,,estacion_verano,KMeans_k3_profile,3,0.1131858695652174,0.0830615942028985,0.1527173913043478,,
,,estacion_verano,KMeans_k3_profile,4,0.1087586956521739,0.0810434782608695,0.1515,,
,,estacion_verano,KMeans_k3_profile,5,0.1277271739130435,0.0832971014492753,0.1646630434782608,,
,,estacion_verano,KMeans_k3_profile,6,0.177395652173913,0.0927536231884058,0.2050244565217391,,
,,estacion_verano,KMeans_k3_profile,7,0.1763673913043478,0.0979311594202898,0.2231086956521739,,
,,estacion_verano,KMeans_k3_profile,8,0.1794510869565217,0.1281739130434782,0.2572040760869564,,
,,estacion_verano,KMeans_k3_profile,9,0.1869369565217391,0.1602427536231884,0.3279624999999997,,
,,estacion_verano,KMeans_k3_profile,10,0.1942923913043478,0.187695652173913,0.3875225543478257,,
,,estacion_verano,KMeans_k3_profile,11,0.2144891304347826,0.2519275362318841,0.4641888586956514,,
,,estacion_verano,KMeans_k3_profile,12,0.2666358695652174,0.3721449275362318,0.5821809782608687,,
,,estacion_verano,KMeans_k3_profile,13,0.2668293478260869,0.5201666666666667,0.7067081521739121,,
,,estacion_verano,KMeans_k3_profile,14,0.2326836956521739,0.5589710144927537,0.7049714673913037,,
,,estacion_verano,KMeans_k3_profile,15,0.2327554347826087,0.4614130434782608,0.7137459239130428,,
,,estacion_verano,KMeans_k3_profile,16,0.2126586956521739,0.4555905797101449,0.7536994565217385,,
,,estacion_verano,KMeans_k3_profile,17,0.2025032608695652,0.4341123188405797,0.802902717391304,,
,,estacion_verano,KMeans_k3_profile,18,0.2126717391304347,0.3721739130434782,0.7917559782608692,,
,,estacion_verano,KMeans_k3_profile,19,0.2272510869565217,0.3330036231884057,0.6594812499999999,,
,,estacion_verano,KMeans_k3_profile,20,0.2540836956521739,0.3395217391304347,0.5304157608695652,,
,,estacion_verano,KMeans_k3_profile,21,0.226270652173913,0.3763550724637681,0.4778043478260869,,
,,estacion_verano,KMeans_k3_profile,22,0.1949717391304347,0.3635724637681159,0.3833288043478261,,
,,estacion_verano,KMeans_k3_profile,23,0.151543956043956,0.2550732600732601,0.3371373626373626,,
,,estacion_verano,KMeans_k3_profile,total_mean_consumption,4.54938417343526,6.34132326007326,10.41452105828953,,
ABLD,0.0,estacion_verano,KMeans_k4,,,,,,
AJVG,0.0,estacion_verano,KMeans_k4,,,,,,
ATF,0.0,estacion_verano,KMeans_k4,,,,,,
FJAG,3.0,estacion_verano,KMeans_k4,,,,,,
FMB,0.0,estacion_verano,KMeans_k4,,,,,,
GPC,0.0,estacion_verano,KMeans_k4,,,,,,
JACL,1.0,estacion_verano,KMeans_k4,,,,,,
JALG,0.0,estacion_verano,KMeans_k4,,,,,,
JLG,1.0,estacion_verano,KMeans_k4,,,,,,
JMM,3.0,estacion_verano,KMeans_k4,,,,,,
LFZA,0.0,estacion_verano,KMeans_k4,,,,,,
MANA,3.0,estacion_verano,KMeans_k4,,,,,,
MBGV,0.0,estacion_verano,KMeans_k4,,,,,,
MTTA,2.0,estacion_verano,KMeans_k4,,,,,,
PAA,1.0,estacion_verano,KMeans_k4,,,,,,
RFM,0.0,estacion_verano,KMeans_k4,,,,,,
RTF,0.0,estacion_verano,KMeans_k4,,,,,,
,,estacion_verano,KMeans_k4_profile,0,0.1357619565217391,0.1495108695652174,0.4090326086956521,0.1948115942028985,
