hogar,cluster,estrategia,algoritmo,Unnamed: 0,0,1,2
AJVG,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
ATF,0.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
FJAG,2.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
FMB,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
GPC,0.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
JACL,0.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
JALG,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
JLG,0.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
JMM,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
LFZA,0.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
MANA,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
MBGV,0.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
MTTA,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
PAA,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
RFM,0.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
RTF,1.0,resumen_consumos_dia_lunes,KMeans_k3,,,,
,,resumen_consumos_dia_lunes,KMeans_k3_profile,media_consumo,0.1553275261324041,0.2817989334732056,0.3690380015735636
,,resumen_consumos_dia_lunes,KMeans_k3_profile,std_consumo,0.1730079100788443,0.31589580749924,0.4158878273721388
,,resumen_consumos_dia_lunes,KMeans_k3_profile,min_consumo,0.0,0.0,0.077
,,resumen_consumos_dia_lunes,KMeans_k3_profile,max_consumo,1.664,2.8212222222222225,4.491
,,resumen_consumos_dia_lunes,KMeans_k3_profile,percentil_25_consumo,0.071,0.0992222222222222,0.1785
